title	release_year	rating_small	user_rating_score	dataset_small	rating_big	type	dataset_big	director	score_available	dataset	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
Pandigai	2017				TV-MA	Movie	big	Feroz	False	big	tt7087944	movie	Pandigai	Pandigai	0.0	2017.0		150.0	Action,Romance,Thriller	6.4	308.0
Panic Room	2002				R	Movie	big	David Fincher	False	big	tt0258000	movie	Panic Room	Panic Room	0.0	2002.0		112.0	Crime,Drama,Thriller	6.8	304372.0
Panoptic	2017				TV-MA	Movie	big	Rana Eid	False	big	tt7138456	movie	Panoptic	Panoptic	0.0	2017.0		79.0	Documentary	6.3	78.0
Papa the Great	2000				TV-PG	Movie	big	Bhagyaraj	False	big	tt0395701	movie	Papa the Great	Papa the Great	0.0	2000.0		143.0	Action,Comedy,Drama	5.5	87.0
Paranormal Activity	2007				R	Movie	big	Oren Peli	False	big	tt1179904	movie	Paranormal Activity	Paranormal Activity	0.0	2007.0		86.0	Horror,Mystery	6.3	263088.0
Paranormal Survivor	2016				TV-14	TV Show	big		False	big											
Parasyte: The Maxim	2014				TV-MA	TV Show	big		False	big	tt3358020	tvSeries	Parasyte: The Maxim	Kiseijû: Sei no kakuritsu	0.0	2014.0	2015.0	22.0	Action,Animation,Drama	8.3	53790.0
Pardes	1997				TV-14	Movie	big	Subhash Ghai	False	big	tt0119861	movie	Pardes	Pardes	0.0	1997.0		191.0	Drama,Musical,Romance	6.9	16486.0
Pareeth Pandaari	2017				TV-PG	Movie	big	Gafoor Y. Elliyaas	False	big											
Parenthood	2014	TV-14	79.0	small					True	small	tt4240786	tvEpisode	Parenthood	Parenthood	0.0	2014.0		59.0	Documentary	8.8	107.0
Parks and Recreation	2015	TV-14	94.0	small	TV-14	TV Show	big		True	smallbig	tt5162742	tvEpisode	Parks and Recreation	Parks and Recreation	0.0	2015.0		27.0	Adventure,Animation,Comedy	8.2	11.0
Parrot Sketch Not Included: Twenty Years of Monty Python	1989				TV-14	Movie	big	Ian MacNaughton	False	big	tt0213984	tvSpecial	Parrot Sketch Not Included: Twenty Years of Monty Python	Parrot Sketch Not Included: Twenty Years of Monty Python	0.0	1989.0		72.0	Comedy	8.0	1613.0
Part-Time Idol	2017				TV-14	TV Show	big		False	big	tt8835780	tvMiniSeries	Part-Time Idol	Part-Time Idol	0.0	2017.0	2017.0	30.0	Comedy,Drama,Family	6.5	164.0
Pasión de Gavilanes	2003				TV-14	TV Show	big		False	big											
Passenger 57	1992				R	Movie	big	Kevin Hooks	False	big	tt0105104	movie	Passenger 57	Passenger 57	0.0	1992.0		84.0	Action,Crime,Thriller	5.9	51819.0
Pat a Pat Como	2016				TV-Y	TV Show	big		False	big											
Patiala House	2011				TV-PG	Movie	big	Nikhil Advani	False	big	tt1535467	movie	Patiala House	Patiala House	0.0	2011.0		140.0	Drama,Sport	5.6	9736.0
Patient Seventeen	2017				TV-14	Movie	big	Jeremy Kenyon Lockyer Corbell	False	big	tt4083682	movie	Patient Seventeen	Patient Seventeen	0.0	2017.0		68.0	Documentary,Mystery	3.7	754.0
Patriot Games	1992				R	Movie	big	Phillip Noyce	False	big	tt0105112	movie	Patriot Games	Patriot Games	0.0	1992.0		117.0	Action,Thriller	6.8	123572.0
Patron Mutlu Son Istiyor	2014				TV-MA	Movie	big	Kıvanç Baruönü	False	big											
Patton Oswalt: Annihilation	2017				TV-MA	Movie	big	Bobcat Goldthwait	False	big	tt7026230	tvSpecial	Patton Oswalt: Annihilation	Patton Oswalt: Annihilation	0.0	2017.0		66.0	Comedy	7.2	2544.0
Patton Oswalt: Talking for Clapping	2016				TV-MA	Movie	big		False	big	tt5457520	tvSpecial	Patton Oswalt: Talking for Clapping	Patton Oswalt: Talking for Clapping	0.0	2016.0		65.0	Comedy,Documentary	6.8	2118.0
Paul Blart: Mall Cop	2009				PG	Movie	big	Steve Carr	False	big	tt1114740	movie	Paul Blart: Mall Cop	Paul Blart: Mall Cop	0.0	2009.0		91.0	Action,Comedy,Crime	5.3	120110.0
Paul Hollywood's Big Continental Road Trip	2017				TV-14	TV Show	big		False	big	tt7936386	tvSeries	Paul Hollywood's Big Continental Road Trip	Paul Hollywood's Big Continental Road Trip	0.0	2017.0			Documentary	7.4	266.0
Paulettante Veedu	2016				TV-14	Movie	big	Dileep Narayanan	False	big	tt6405694	movie	Paulettante Veedu	Paulettante Veedu	0.0	2016.0		106.0	Drama	4.5	11.0
Paulie	1998	PG		small					False	small	tt0125454	movie	Paulie	Paulie	0.0	1998.0		91.0	Adventure,Comedy,Drama	6.5	16653.0
Pawn Stars	2010				TV-14	TV Show	big		False	big											
Paying Guests	2009				TV-14	Movie	big	Paritosh Painter	False	big	tt1176961	movie	Paying Guests	Paying Guests	0.0	2009.0		109.0	Comedy,Drama	4.4	609.0
Peace Haven	2016				TV-14	Movie	big	Suman Ghosh	False	big	tt4287114	movie	Peace Haven	Peace Haven	0.0	2016.0		74.0	Comedy,Drama,Fantasy	6.3	73.0
Pedal the World	2015				TV-MA	Movie	big	Felix Starck	False	big	tt6020164	movie	Pedal the World	Pedal the World	0.0	2015.0		80.0	Documentary	5.0	1139.0
Pee Mak	2013				TV-MA	Movie	big	Banjong Pisanthanakun	False	big	tt2776344	movie	Pee Mak	Pee Mak Phrakanong	0.0	2013.0		115.0	Comedy,Horror,Romance	7.2	6857.0
Pee-wee's Big Holiday	2016				TV-PG	Movie	big	John Lee	False	big	tt0837156	movie	Pee-wee's Big Holiday	Pee-wee's Big Holiday	0.0	2016.0		90.0	Comedy,Family	6.1	9312.0
Pee-wee's Playhouse	1990				TV-PG	TV Show	big		False	big											
Pee-wee's Playhouse: Christmas Special	1988				TV-PG	Movie	big	Paul Reubens, Wayne Orr	False	big											
Peepli Live	2010				TV-MA	Movie	big	Anusha Rizvi, Mahmood Farooqui	False	big	tt1759480	tvEpisode	Peepli Live	Peepli Live	0.0	2010.0			History,Talk-Show	8.3	15.0
Pek Yakında	2014				TV-MA	Movie	big	Cem Yılmaz	False	big											
Pekak	2016				TV-MA	Movie	big	Mohd Khairul Azri Bin Md Noor	False	big	tt6667326	short	Pekak	Pekak	0.0	2016.0		10.0	Drama,Short		
Penelope	2006				PG	Movie	big	Mark Palansky	False	big	tt0472160	movie	Penelope	Penelope	0.0	2006.0		104.0	Comedy,Fantasy,Romance	6.7	67609.0
Penguins of Madagascar: The Movie	2014				PG	Movie	big	Eric Darnell, Simon J. Smith	False	big											
Penny Dreadful	2016				TV-MA	TV Show	big		False	big											
Perfect Bid: The Contestant Who Knew Too Much	2017				TV-MA	Movie	big	C.J. Wallis	False	big	tt6854248	movie	Perfect Bid: The Contestant Who Knew Too Much	Perfect Bid: The Contestant Who Knew Too Much	0.0	2017.0		72.0	Documentary,History	6.5	3245.0
Person of Interest	2016	TV-14	93.0	small	TV-14	TV Show	big		True	smallbig											
Personal Shopper	2016				R	Movie	big	Olivier Assayas	False	big	tt4714782	movie	Personal Shopper	Personal Shopper	0.0	2016.0		105.0	Drama,Mystery,Thriller	6.1	44404.0
Perú: Tesoro escondido	2017				TV-PG	Movie	big	Luis Ara	False	big											
Pet Pals in Windland	2014	TV-G		small					False	small	tt3636040	movie	Pet Pals in Windland	Cuccioli - Il paese del vento	0.0	2014.0		80.0	Adventure,Animation,Family	6.0	88.0
Pet Sematary 2	1992				R	Movie	big	Mary Lambert	False	big											
Peter and the Farm	2016				TV-MA	Movie	big	Tony Stone	False	big	tt5535814	movie	Peter and the Farm	Peter and the Farm	0.0	2016.0		91.0	Biography,Documentary	7.1	895.0
Pettersson and Findus 2	2016				TV-G	Movie	big	Ali Samadi Ahadi	False	big											
Phantom Boy	2015				PG	Movie	big	Jean-Loup Felicioli, Alain Gagnol	False	big	tt1856057	movie	Phantom Boy	Phantom Boy	0.0	2015.0		84.0	Action,Adventure,Animation	6.6	1754.0
Philadelphia	1993				PG-13	Movie	big	Jonathan Demme	False	big	tt0107818	movie	Philadelphia	Philadelphia	0.0	1993.0		125.0	Drama	7.7	264639.0
Phineas and Ferb	2012	TV-G	89.0	small					True	small											
Phir Bhi Dil Hai Hindustani	2000				TV-14	Movie	big	Aziz Mirza	False	big	tt0222270	movie	Phir Bhi Dil Hai Hindustani	Phir Bhi Dil Hai Hindustani	0.0	2000.0		160.0	Comedy,Drama,Musical	6.1	8929.0
Phir Hera Pheri	2006				TV-14	Movie	big	Neeraj Vora	False	big	tt0419058	movie	Phir Hera Pheri	Phir Hera Pheri	0.0	2006.0		153.0	Comedy,Crime	7.3	29549.0
Phir Se	2015				TV-14	Movie	big	Ajay Bhuyan, Kunal Kohli	False	big											
Phobia 2	2009				TV-MA	Movie	big	Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks	False	big	tt1521846	movie	Phobia 2	Ha phraeng	0.0	2009.0		125.0	Comedy,Fantasy,Horror	6.6	2892.0
Phone Swap	2012				TV-14	Movie	big	Kunle Afolayan	False	big	tt2198109	movie	Phone Swap	Phone Swap	0.0	2012.0		110.0	Comedy,Romance	6.4	198.0
PhotoCopy	2016				TV-14	Movie	big	Vijay Maurya	False	big	tt4687508	movie	PhotoCopy	PhotoCopy	0.0	2016.0		136.0	Romance	6.6	70.0
Phullu	2017				TV-14	Movie	big	Abhishek Saxena	False	big	tt6941560	movie	Phullu	Phullu	0.0	2017.0		96.0	Comedy,Drama	6.1	222.0
Pickpockets	2017				TV-MA	Movie	big	Peter Webber	False	big											
Pimpal	2017				TV-PG	Movie	big	Gajendra Ahire	False	big	tt7734662	movie	Pimpal	Pimpal	0.0	2017.0		95.0	Drama	7.5	192.0
Pioneers of African-American Cinema	1946				TV-14	TV Show	big	Oscar Micheaux, Spencer Williams, Richard E. Norman, Richard Maurice	False	big											
Pioneers: First Women Filmmakers*	1925				TV-14	TV Show	big		False	big											
Pitaah	2002				TV-MA	Movie	big	Mahesh Manjrekar	False	big	tt0305455	movie	Pitaah	Pitaah	0.0	2002.0		126.0	Action,Drama	6.4	791.0
Pizza, birra, faso	1998				TV-MA	Movie	big	Israel Adrián Caetano, Bruno Stagnaro	False	big											
Planet Earth II	2016				TV-G	TV Show	big		False	big	tt5491994	tvMiniSeries	Planet Earth II	Planet Earth II	0.0	2016.0	2016.0	50.0	Documentary	9.4	164833.0
Planet Earth: The Complete Collection	2006				TV-PG	TV Show	big	Alastair Fothergill	False	big											
Planet Hulk	2010				TV-14	Movie	big	Sam Liu	False	big	tt1483025	video	Planet Hulk	Planet Hulk	0.0	2010.0		81.0	Action,Adventure,Animation	6.7	13980.0
Planetarium	2016				TV-MA	Movie	big	Rebecca Zlotowski	False	big	tt4680196	movie	Planetarium	Planetarium	0.0	2016.0		105.0	Drama,Fantasy,Mystery	4.6	3916.0
Platoon	1986				R	Movie	big	Oliver Stone	False	big	tt0091763	movie	Platoon	Platoon	0.0	1986.0		120.0	Drama,War	8.1	450652.0
Players	2012				TV-14	Movie	big	Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla	False	big	tt1784589	movie	Players	Players	0.0	2012.0		163.0	Action,Crime,Thriller	4.3	5197.0
Playing for Time	1980				TV-14	Movie	big	Daniel Mann, Joseph Sargent	False	big	tt0081344	tvMovie	Playing for Time	Playing for Time	0.0	1980.0		150.0	Drama,Music	7.3	2929.0
Pocahontas II: Journey to a New World	1998	TV-G	64.0	small					True	small											
Pocoyo	2007	TV-Y	67.0	small					True	small											
Pocoyo	2017				TV-Y	TV Show	big		False	big											
Pocoyo & Cars	2015				TV-Y	Movie	big		False	big											
Pocoyo & The Space Circus	2008				TV-Y	Movie	big	Alfonso Rodríguez	False	big											
Pocoyo Carnival	2015				TV-Y	Movie	big		False	big											
Pocoyo Halloween: Space Halloween	2015				TV-Y	Movie	big		False	big	tt8447680	short	Pocoyo Halloween: Space Halloween	Pocoyo Halloween: Space Halloween	0.0	2015.0		39.0	Animation,Short	6.9	10.0
Pocoyo Halloween: Spooky Movies	2014				TV-Y	Movie	big		False	big											
Pocoyo Special Sports	2016				TV-Y	Movie	big	Guillermo Garcia, David Cantolla	False	big											
PokÌ©mon: Indigo League	2000	TV-Y	74.0	small					True	small											
PokÌ©mon: XY	2015	TV-Y7-FV	56.0	small					True	small											
Pokémon the Movie: I Choose You!	2017				TV-Y7	Movie	big	Kunihiko Yuyama	False	big	tt6595896	movie	Pokémon the Movie: I Choose You!	Pokémon the Movie: I Choose You	0.0	2017.0		98.0	Action,Adventure,Animation	6.3	7763.0
Pokémon: Indigo League	2000				TV-Y7	TV Show	big		False	big											
Pomegranates and Myrrh	2009				TV-14	Movie	big	Najwa Najjar	False	big											
Pooh's Grand Adventure: The Search for Christopher Robin	1997	G		small					False	small	tt0119918	video	Pooh's Grand Adventure: The Search for Christopher Robin	Pooh's Grand Adventure: The Search for Christopher Robin	0.0	1997.0		76.0	Adventure,Animation,Comedy	7.0	6977.0
Pooh's Heffalump Movie	2005	G		small					False	small	tt0407121	movie	Pooh's Heffalump Movie	Pooh's Heffalump Movie	0.0	2005.0		68.0	Adventure,Animation,Comedy	6.4	8793.0
Pooja Kiven Aa	2013				TV-PG	Movie	big	Nidhi Sharma	False	big	tt2767806	movie	Pooja Kiven Aa	Pooja Kiven Aa	0.0	2013.0		121	Comedy	5.4	41.0
Pop, Lock 'n Roll	2017				TV-14	Movie	big	Ziggy Hofmeyr	False	big	tt2336014	movie	Pop, Lock 'n Roll	Pop, Lock 'n Roll	0.0	2017.0		87.0	Music	7.4	50.0
PopPixie	2011	TV-G		small					False	small											
Popeye	1980				PG	Movie	big	Robert Altman	False	big	tt0081353	movie	Popeye	Popeye	0.0	1980.0		114.0	Adventure,Comedy,Family	5.4	35915.0
Popples	2016				TV-Y	TV Show	big		False	big											
Population 436	2006				R	Movie	big	Michelle MacLaren	False	big	tt0462482	video	Population 436	Population 436	0.0	2006.0		92.0	Drama,Horror,Mystery	5.7	13748.0
Pororo - The Little Penguin	2013				TV-Y7	TV Show	big		False	big											
Portlandia	2016	TV-14	62.0	small					True	small											
Poseidon	2006				PG-13	Movie	big	Wolfgang Petersen	False	big	tt0409182	movie	Poseidon	Poseidon	0.0	2006.0		98.0	Action,Adventure,Thriller	5.7	112364.0
Posesif	2017				TV-MA	Movie	big	Edwin	False	big											
Poshter Girl	2016				TV-14	Movie	big	Sameer Patil	False	big	tt5323386	movie	Poshter Girl	Poshter Girl	0.0	2016.0		140.0	Comedy	6.7	372.0
Poster Boys	2017				PG-13	Movie	big	Shreyas Talpade	False	big	tt6352548	movie	Poster Boys	Poster Boys	0.0	2017.0		128.0	Comedy	5.4	1785.0
Potato Potahto	2017				TV-MA	Movie	big	Shirley Frimpong-Manso	False	big	tt6950250	movie	Potato Potahto	Potato Potahto	0.0	2017.0		115.0	Comedy	4.2	229.0
Pottersville	2017				PG-13	Movie	big	Seth Henrikson	False	big	tt3672120	movie	Pottersville	Pottersville	0.0	2017.0		84.0	Comedy	5.5	5450.0
Pound Puppies	2013	TV-Y		small					False	small											
Power Battle Watch Car	2016				TV-Y7	TV Show	big		False	big											
Power Paandi	2017				TV-MA	Movie	big	Dhanush	False	big	tt6734886	movie	Power Paandi	Power Paandi	0.0	2017.0		125.0	Action,Drama,Musical	7.4	2263.0
Power Rangers Dino Charge	2015	TV-Y7		small	TV-Y7	TV Show	big		False	smallbig	tt3521854	tvSeries	Power Rangers Dino Charge	Power Rangers Dino Charge	0.0	2015.0	2016.0	21	Action,Adventure,Family	6.4	1842.0
Power Rangers Dino Super Charge	2016	TV-Y7		small	TV-Y7	TV Show	big		False	smallbig											
Power Rangers Dino Thunder	2004				TV-Y7	TV Show	big		False	big											
Power Rangers Jungle Fury	2008				TV-Y7	TV Show	big		False	big	tt1121628	tvSeries	Power Rangers Jungle Fury	Power Rangers Jungle Fury	0.0	2008.0	2008.0	22.0	Action,Adventure,Drama	6.7	2323.0
Power Rangers Lost Galaxy	1999				TV-Y7	TV Show	big		False	big	tt0175059	tvSeries	Power Rangers Lost Galaxy	Power Rangers Lost Galaxy	0.0	1999.0	2000.0	30.0	Action,Adventure,Family	6.8	2851.0
Power Rangers Mystic Force	2006				TV-Y7	TV Show	big		False	big	tt0451469	tvSeries	Power Rangers Mystic Force	Power Rangers Mystic Force	0.0	2006.0	2006.0	22.0	Action,Adventure,Family	6.7	3440.0
Power Rangers Ninja Storm	2003				TV-Y7	TV Show	big		False	big	tt0312189	tvSeries	Power Rangers Ninja Storm	Power Rangers Ninja Storm	0.0	2003.0	2004.0	30.0	Action,Adventure,Family	6.5	3288.0
Power Rangers Operation Overdrive	2007				TV-Y7	TV Show	big		False	big	tt0784920	tvSeries	Power Rangers Operation Overdrive	Power Rangers Operation Overdrive	0.0	2007.0	2007.0	22.0	Action,Adventure,Family	5.5	1771.0
Power Rangers RPM	2009				TV-Y7	TV Show	big		False	big											
Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)	2011				TV-Y7	Movie	big		False	big											
Power Rangers Samurai: Clash of the Red Rangers	2011				TV-Y7	Movie	big		False	big											
Power Rangers Samurai: Party Monsters (Halloween Special)	2011				TV-Y7	Movie	big		False	big											
Power Rangers Super Megaforce: The Legendary Battle (Extended)	2014				TV-Y7	Movie	big	Charlie Haskell, Koichi Sakamoto	False	big											
Power Rangers Super Samurai	2012				TV-Y7	TV Show	big		False	big	tt2457166	videoGame	Power Rangers Super Samurai	Power Rangers Super Samurai	0.0	2012.0			Action,Adventure,Fantasy	7.1	37.0
Power Rangers Super Samurai: Stuck on Christmas	2012				TV-Y7	Movie	big		False	big											
Power Rangers Super Samurai: Trickster Treat	2012				TV-Y7	Movie	big		False	big											
Power Rangers Turbo	1997				TV-Y7	TV Show	big		False	big	tt0118436	tvSeries	Power Rangers Turbo	Power Rangers Turbo	0.0	1997.0	1998.0	30.0	Action,Adventure,Family	5.6	2878.0
Power Rangers Zeo	1996	TV-Y7-FV		small	TV-Y7	TV Show	big		False	smallbig	tt0115319	tvSeries	Power Rangers Zeo	Power Rangers Zeo	0.0	1996.0	1997.0	21.0	Action,Adventure,Family	6.5	3299.0
Power Rangers in Space	1998				TV-Y7	TV Show	big		False	big	tt0120575	tvSeries	Power Rangers in Space	Power Rangers in Space	0.0	1998.0	1999.0	30.0	Action,Adventure,Family	7.3	3810.0
Power Rangers: Megaforce	2013				TV-Y7	TV Show	big		False	big											
Power Rangers: Megaforce: Raising Spirits	2013				TV-Y7	Movie	big		False	big	tt6999076	tvMovie	Power Rangers: Megaforce: Raising Spirits	Power Rangers: Megaforce: Raising Spirits	0.0	2013.0		24.0	Action,Adventure,Family		
Power Rangers: Megaforce: The Robo Knight Before Christmas	2013				TV-Y7	Movie	big	James Barr	False	big											
Prague	2013				TV-MA	Movie	big	Ashish R. Shukla	False	big											
Precious Puppies	2003	TV-G		small					False	small	tt6500946	movie	Precious Puppies	Precious Puppies	0.0	2003.0		53.0	Documentary	6.1	81.0
Prelude to War	1942				TV-14	Movie	big	Frank Capra	False	big											
Prem Ratan Dhan Payo	2015				TV-14	Movie	big	Sooraj R. Barjatya	False	big	tt3595298	movie	Prem Ratan Dhan Payo	Prem Ratan Dhan Payo	0.0	2015.0		164	Drama,Musical,Romance	4.4	24221.0
Premachi Goshta	2013				TV-14	Movie	big	Satish Rajwade	False	big	tt2878406	movie	Premachi Goshta	Premachi Goshta	0.0	2013.0		126.0	Romance	7.3	379.0
Prescription Thugs	2015				NR	Movie	big	Chris Bell, Josh Alexander, Greg Young	False	big	tt4505666	movie	Prescription Thugs	Prescription Thugs	0.0	2015.0		86.0	Documentary	6.9	2216.0
President	2010				TV-14	TV Show	big		False	big	tt3206080	tvSeries	President	President	0.0	2010.0	2011.0		Drama	7.4	30.0
Pretty Little Liars	2016	TV-14	96.0	small					True	small	tt5796704	tvEpisode	Pretty Little Liars	Pretty Little Liars	0.0	2016.0		22.0	Talk-Show		
Pretville	2012				TV-PG	Movie	big	Linda Korsten	False	big	tt2631210	movie	Pretville	Pretville	0.0	2012.0		91.0	Musical	5.0	75.0
Primal Fear	1996				R	Movie	big	Gregory Hoblit	False	big	tt0117381	movie	Primal Fear	Primal Fear	0.0	1996.0		129.0	Crime,Drama,Mystery	7.7	255907.0
Prince	1969				TV-PG	Movie	big	Lekh Tandon	False	big	tt0064842	movie	Prince	Prince	0.0	1969.0			Romance	6.8	233.0
Prince Charming	1984				TV-14	Movie	big	Wong Jing	False	big	tt0087960	movie	Prince Charming	Ching wa wong ji	0.0	1984.0		92.0	Comedy,Romance	5.4	151.0
Prince Jai Aur Dumdaar Viru	2017				TV-Y	TV Show	big	Bhavik Thakore	False	big											
Princess Cyd	2017				TV-MA	Movie	big	Stephen Cone	False	big	tt6053440	movie	Princess Cyd	Princess Cyd	0.0	2017.0		96.0	Drama,Romance	6.7	4543.0
Print the Legend	2014				TV-14	Movie	big	Luis Lopez, Clay Tweel	False	big	tt3557464	movie	Print the Legend	Print the Legend	0.0	2014.0		100	Biography,Documentary,Drama	7.0	2071.0
Prison Break	2008	TV-14	98.0	small					True	small	tt2161664	short	Prison Break	Prison Break	0.0	2008.0			Comedy,Short	8.0	200.0
Prison Playbook	2017				TV-MA	TV Show	big		False	big	tt7622902	tvSeries	Prison Playbook	Seulgirowun Gamppangsaenghwal	0.0	2017.0	2018.0	90.0	Comedy,Drama	8.4	5379.0
Private Practice	2012	TV-14	88.0	small	TV-14	TV Show	big		True	smallbig	tt11395538	video	Private Practice	Private Practice	1.0	2012.0		37.0	Adult,Short		
Professor	1962				TV-PG	Movie	big	Lekh Tandon	False	big	tt0056379	movie	Professor	Professor	0.0	1962.0		166.0	Comedy,Drama,Musical	6.8	362.0
Prohibition: A Film by Ken Burns and Lynn Novick	2011				TV-PG	TV Show	big		False	big											
Project Marathwada	2016				TV-MA	Movie	big	Bhavin Wadia	False	big	tt5714802	movie	Project Marathwada	Project Marathwada	0.0	2016.0		110.0	Drama	6.5	99.0
Project Mc²	2017				TV-G	TV Show	big		False	big											
Project S The Series	2017				TV-MA	TV Show	big		False	big											
Psiconautas	2016				TV-MA	TV Show	big		False	big	tt7465722	tvSeries	Psiconautas	Psiconautas	0.0	2016.0	2018.0		Comedy	6.9	175.0
Puella Magi Madoka Magica	2011				TV-14	TV Show	big		False	big	tt1773185	tvMiniSeries	Puella Magi Madoka Magica	Mahô shôjo Madoka magika: Puella Magi Madoka Magica	0.0	2011.0	2011.0	24.0	Action,Adventure,Animation	8.2	12155.0
Puerto Ricans in Paris	2015				R	Movie	big	Ian Edelman	False	big	tt3730510	movie	Puerto Ricans in Paris	Puerto Ricans in Paris	0.0	2015.0		82.0	Comedy,Crime	5.4	1969.0
Puffin Rock	2016	TV-Y		small	TV-Y	TV Show	big		False	smallbig											
Pukar	2000				TV-14	Movie	big	Rajkumar Santoshi	False	big	tt0218533	movie	Pukar	Pukar	0.0	2000.0		176.0	Action,Drama,Romance	6.7	2720.0
Pulp Fiction	1994				R	Movie	big	Quentin Tarantino	False	big	tt0110912	movie	Pulp Fiction	Pulp Fiction	0.0	1994.0		154.0	Crime,Drama	8.9	2299975.0
Punjab 1984	2014				TV-14	Movie	big	Anurag Singh	False	big	tt3607198	movie	Punjab 1984	Punjab 1984	0.0	2014.0		159	Drama,Family,History	8.3	2439.0
Pup Star	2016	G		small	G	Movie	big	Robert Vince	False	smallbig	tt5449296	video	Pup Star	Pup Star	0.0	2016.0		92.0	Comedy,Family	4.5	557.0
Pup Star: Better 2Gether	2017				PG	Movie	big	Robert Vince	False	big	tt6357074	movie	Pup Star: Better 2Gether	Pup Star: Better 2Gether	0.0	2017.0		92.0	Family	4.4	281.0
Puriyatha Puthir	2017				TV-MA	Movie	big	Ranjit Jeyakodi	False	big											
Puss in Book: Trapped in an Epic Tale	2017				TV-Y7	Movie	big	Roy Burdine, Johnny Castuciano	False	big	tt7042082	short	Puss in Book: Trapped in an Epic Tale	Puss in Book: Trapped in an Epic Tale	0.0	2017.0		23.0	Action,Adventure,Animation	5.2	845.0
Pyaar Ka Punchnama	2011				TV-14	Movie	big	Luv Ranjan	False	big	tt1926313	movie	Pyaar Ka Punchnama	Pyaar Ka Punchnama	0.0	2011.0		149.0	Comedy,Drama,Romance	7.6	23120.0
